%NCFF-0.1-2026 (NIST Circuit File Format)

## File source
  % Timestamp (UTC): 2026-09-02T16:15:36Z
  % Compiled by: NIST circuit complexity team
  % Webpage: https://csrc.nist.gov/projects/circuit-complexity
  % Repository: https://github.com/usnistgov/Circuits/

## Scope: AES-256 Cipher

## Index of circuits (circuitName numOutputs numInputs)
aes256-cip-a9384-ad56-g43956-gd264-xx34572-1111 128 384   % AES-256 Cipher flat circuit over AND, XOR, XNOR gates

## Circuit
begin circuit aes256-cip-a9384-ad56-g43956-gd264-xx34572-1111

  % Description: AES-256 Cipher flat circuit over AND, XOR, XNOR gates
  % Circuit-name syntax: <basename>-aA-adE-gG-gdD-xxX-Y
  % A = #AND; E = AND-depth; G = #Gates; D = Gate-depth; X = #XOR + #XNOR; Y = #XNOR
  % Tally of variables (44340): 384 inputs; 128 outputs; 43828 intermediates
  % Tally of gates (G): 9384 AND; 33461 XOR; 1111 XNOR
  % Gate depth 264; AND depth 56
  % Gates per gate level: 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 172 212 196 236 132 96 76 72 120 112 112 252 296 268 208 160 144 180 160 128 176 144 208 112 80 64 48 96 96 64 192 240 224 176 128 128
  % AND gates per AND level: 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 180 60 80 360 144 48 64 288

Inputs: p0:p127 k0:k255
Outputs: c0:c127
Internal: t1:t43828
GateSyntax: GateName Output Inputs

begin SLP
%%%%%%%%%%%%%%%%%%%%%%%% Gate level 1
XOR t1 p0 k0
XOR t2 p1 k1
XOR t3 p2 k2
XOR t4 p3 k3
XOR t5 p4 k4
XOR t6 p5 k5
XOR t7 p6 k6
XOR t8 p7 k7
XOR t9 p8 k8
XOR t10 p9 k9
XOR t11 p10 k10
XOR t12 p11 k11
XOR t13 p12 k12
XOR t14 p13 k13
XOR t15 p14 k14
XOR t16 p15 k15
XOR t17 p16 k16
XOR t18 p17 k17
XOR t19 p18 k18
XOR t20 p19 k19
XOR t21 p20 k20
XOR t22 p21 k21
XOR t23 p22 k22
XOR t24 p23 k23
XOR t25 p24 k24
XOR t26 p25 k25
XOR t27 p26 k26
XOR t28 p27 k27
XOR t29 p28 k28
XOR t30 p29 k29
XOR t31 p30 k30
XOR t32 p31 k31
XOR t33 p32 k32
XOR t34 p33 k33
XOR t35 p34 k34
XOR t36 p35 k35
XOR t37 p36 k36
XOR t38 p37 k37
XOR t39 p38 k38
XOR t40 p39 k39
XOR t41 p40 k40
XOR t42 p41 k41
XOR t43 p42 k42
XOR t44 p43 k43
XOR t45 p44 k44
XOR t46 p45 k45
XOR t47 p46 k46
XOR t48 p47 k47
XOR t49 p48 k48
XOR t50 p49 k49
XOR t51 p50 k50
XOR t52 p51 k51
XOR t53 p52 k52
XOR t54 p53 k53
XOR t55 p54 k54
XOR t56 p55 k55
XOR t57 p56 k56
XOR t58 p57 k57
XOR t59 p58 k58
XOR t60 p59 k59
XOR t61 p60 k60
XOR t62 p61 k61
XOR t63 p62 k62
XOR t64 p63 k63
XOR t65 p64 k64
XOR t66 p65 k65
XOR t67 p66 k66
XOR t68 p67 k67
XOR t69 p68 k68
XOR t70 p69 k69
XOR t71 p70 k70
XOR t72 p71 k71
XOR t73 p72 k72
XOR t74 p73 k73
XOR t75 p74 k74
XOR t76 p75 k75
XOR t77 p76 k76
XOR t78 p77 k77
XOR t79 p78 k78
XOR t80 p79 k79
XOR t81 p80 k80
XOR t82 p81 k81
XOR t83 p82 k82
XOR t84 p83 k83
XOR t85 p84 k84
XOR t86 p85 k85
XOR t87 p86 k86
XOR t88 p87 k87
XOR t89 p88 k88
XOR t90 p89 k89
XOR t91 p90 k90
XOR t92 p91 k91
XOR t93 p92 k92
XOR t94 p93 k93
XOR t95 p94 k94
XOR t96 p95 k95
XOR t97 p96 k96
